NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	16
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:24:53.089	2063941.29639670
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
43	0.42000	519.545	-17.162	1454.502	829.811	223.795	22.536	746.528	150.152	527.164	909.723	155.774	55.224	905.967	-210.298	61.161	1260.553	-2.274	1468.245	638.672	120.610	79.658	678.256	-193.646	965.345	621.977	133.519	1505.018	621.405	-169.139	1488.884	641.904	-154.518	78.059	821.186	-272.497	24.028	688.731	-216.373	96.923	691.963	173.183	99.380	723.044	-184.983	521.324	669.862	172.158	981.581
44	0.43000	519.420	-17.140	1454.513	829.803	223.790	22.541	746.523	150.159	527.224	909.732	155.776	55.245	905.976	-210.302	61.136	1260.369	-2.287	1468.222	638.697	120.637	79.639	678.173	-193.637	965.365	621.875	133.574	1504.912	621.302	-169.112	1488.896	641.916	-154.513	78.071	821.210	-272.493	24.034	688.751	-216.421	96.954	691.969	173.177	99.383	723.030	-184.796	521.188	669.762	172.154	981.586
45	0.44000	519.284	-17.117	1454.483	829.814	223.796	22.554	746.504	150.135	527.224	909.732	155.758	55.233	905.969	-210.293	61.121	1260.264	-2.269	1468.402	638.677	120.619	79.656	678.100	-193.659	965.376	621.755	133.604	1504.906	621.178	-169.073	1488.931	641.936	-154.523	78.086	821.240	-272.476	24.086	688.782	-216.422	96.938	691.975	173.162	99.366	723.028	-184.842	521.253	669.645	172.137	981.579
46	0.45000	519.176	-17.095	1454.494	829.799	223.808	22.534	746.438	150.120	527.219	909.744	155.775	55.237	905.994	-210.312	61.123	1260.090	-2.218	1468.635	638.568	120.706	79.698	678.012	-193.674	965.389	621.616	133.625	1504.944	621.032	-169.020	1488.946	641.935	-154.510	78.105	821.220	-272.440	24.056	688.774	-216.415	96.963	691.976	173.176	99.400	723.039	-184.942	521.316	669.532	172.132	981.559
47	0.46000	519.047	-17.054	1454.509	829.796	223.803	22.547	746.361	150.118	527.239	909.737	155.788	55.210	906.014	-210.339	61.112	1259.900	-2.230	1468.688	638.673	120.634	79.669	677.920	-193.648	965.378	621.501	133.675	1504.890	620.887	-168.991	1488.961	641.933	-154.535	78.113	821.203	-272.550	24.135	688.792	-216.422	96.954	691.971	173.164	99.383	723.041	-185.195	521.528	669.423	172.118	981.569
48	0.47000	518.891	-16.985	1454.499	829.783	223.777	22.518	746.313	150.095	527.233	909.745	155.768	55.254	906.023	-210.314	61.098	1259.763	-2.235	1468.824	638.673	120.636	79.684	677.787	-193.629	965.392	621.391	133.687	1504.903	620.729	-168.953	1489.017	641.942	-154.537	78.087	821.235	-272.477	24.096	688.806	-216.458	96.969	691.962	173.174	99.394	723.027	-185.224	521.595	669.307	172.131	981.544
49	0.48000	518.758	-16.928	1454.477	829.808	223.792	22.541	746.223	150.059	527.224	909.740	155.769	55.192	906.036	-210.329	61.104	1259.599	-2.228	1468.941	638.689	120.630	79.682	677.617	-193.612	965.436	621.256	133.735	1504.937	620.539	-168.902	1489.062	641.943	-154.523	78.100	821.219	-272.503	24.158	688.803	-216.433	96.954	691.962	173.152	99.381	723.014	-185.144	521.503	669.169	172.132	981.530
50	0.49000	518.625	-16.901	1454.492	829.806	223.791	22.543	746.126	150.110	527.277	909.741	155.763	55.230	906.023	-210.315	61.099	1259.325	-2.231	1468.956	638.695	120.619	79.673	677.484	-193.574	965.459	621.091	133.764	1504.914	620.386	-168.867	1489.110	641.951	-154.528	78.132	821.235	-272.579	24.126	688.810	-216.461	96.995	691.960	173.149	99.386	723.030	-185.188	521.515	669.041	172.123	981.555
51	0.50000	518.472	-16.837	1454.489	829.799	223.785	22.554	746.068	150.106	527.264	909.737	155.770	55.226	906.037	-210.333	61.097	1259.240	-2.199	1469.201	638.679	120.620	79.679	677.338	-193.580	965.467	620.973	133.827	1504.866	620.205	-168.804	1489.154	641.972	-154.514	78.134	821.249	-272.525	24.102	688.812	-216.394	96.954	691.973	173.153	99.373	723.043	-184.914	521.280	668.917	172.152	981.553
52	0.51000	518.317	-16.769	1454.521	829.804	223.776	22.548	745.982	150.102	527.254	909.747	155.772	55.252	906.057	-210.330	61.079	1259.084	-2.180	1469.357	638.667	120.622	79.662	677.217	-193.580	965.451	620.832	133.882	1504.887	620.045	-168.736	1489.177	641.972	-154.530	78.144	821.258	-272.472	24.055	688.811	-216.424	96.992	691.963	173.151	99.371	722.972	-185.165	521.497	668.759	172.155	981.549
53	0.52000	518.165	-16.705	1454.522	829.804	223.784	22.541	745.916	150.123	527.294	909.748	155.771	55.227	906.062	-210.339	61.072	1258.899	-2.164	1469.457	638.688	120.648	79.687	677.091	-193.621	965.425	620.676	133.933	1504.862	619.879	-168.677	1489.197	641.958	-154.519	78.142	821.237	-272.504	24.089	688.848	-216.478	97.037	691.956	173.173	99.362	722.933	-185.153	521.474	668.583	172.141	981.544
54	0.53000	517.992	-16.640	1454.526	829.812	223.805	22.567	745.842	150.130	527.307	909.745	155.759	55.227	906.061	-210.357	61.044	1258.715	-2.150	1469.574	638.693	120.646	79.674	676.916	-193.645	965.427	620.555	134.003	1504.840	619.732	-168.634	1489.219	641.972	-154.561	78.171	821.243	-272.478	24.103	688.831	-216.464	96.994	691.962	173.186	99.374	722.908	-185.277	521.590	668.388	172.148	981.529
55	0.54000	517.855	-16.561	1454.513	829.806	223.797	22.522	745.742	150.133	527.310	909.752	155.777	55.216	906.083	-210.356	61.062	1258.563	-2.123	1469.702	638.649	120.637	79.669	676.682	-193.662	965.426	620.365	134.047	1504.888	619.567	-168.580	1489.243	641.968	-154.557	78.138	821.259	-272.475	24.093	688.829	-216.456	96.955	691.955	173.172	99.370	722.828	-185.218	521.582	668.224	172.176	981.537
56	0.55000	517.683	-16.523	1454.505	829.816	223.806	22.537	745.630	150.203	527.369	909.759	155.743	55.243	906.078	-210.361	61.045	1258.408	-2.102	1469.805	638.548	120.728	79.706	676.453	-193.620	965.378	620.212	134.111	1504.839	619.374	-168.505	1489.206	641.955	-154.554	78.150	821.248	-272.540	24.126	688.826	-216.484	96.975	691.946	173.185	99.381	722.749	-185.217	521.565	668.079	172.192	981.515
57	0.56000	517.508	-16.464	1454.503	829.817	223.789	22.546	745.502	150.141	527.325	909.757	155.771	55.236	906.071	-210.350	61.049	1258.212	-2.078	1469.965	638.680	120.652	79.654	676.258	-193.614	965.425	620.057	134.157	1504.867	619.192	-168.447	1489.223	641.982	-154.577	78.176	821.285	-272.553	24.130	688.825	-216.491	97.000	691.955	173.197	99.363	722.617	-184.903	521.381	667.917	172.213	981.514
58	0.57000	517.318	-16.411	1454.531	829.810	223.783	22.536	745.359	150.207	527.379	909.762	155.765	55.246	906.075	-210.369	61.054	1258.057	-2.075	1470.069	638.684	120.647	79.663	676.059	-193.551	965.415	619.858	134.223	1504.865	618.997	-168.395	1489.243	641.967	-154.557	78.167	821.256	-272.493	24.058	688.838	-216.530	97.042	691.922	173.179	99.364	722.492	-185.138	521.563	667.754	172.238	981.481
59	0.58000	517.138	-16.352	1454.534	829.799	223.793	22.520	745.189	150.141	527.314	909.745	155.760	55.226	906.065	-210.361	61.078	1257.820	-2.053	1470.201	638.651	120.633	79.668	675.851	-193.550	965.422	619.662	134.271	1504.829	618.829	-168.345	1489.235	641.965	-154.524	78.139	821.270	-272.545	24.157	688.832	-216.487	96.986	691.930	173.174	99.361	722.352	-185.255	521.623	667.582	172.264	981.456
60	0.59000	516.962	-16.306	1454.545	829.797	223.801	22.544	745.070	150.182	527.338	909.738	155.767	55.251	906.086	-210.353	61.067	1257.621	-1.998	1470.408	638.655	120.678	79.652	675.621	-193.513	965.362	619.479	134.312	1504.835	618.639	-168.268	1489.242	641.947	-154.557	78.183	821.232	-272.566	24.084	688.833	-216.483	97.037	691.919	173.201	99.360	722.181	-185.013	521.463	667.368	172.315	981.465
61	0.60000	516.760	-16.247	1454.557	829.813	223.788	22.542	744.940	150.229	527.362	909.729	155.743	55.284	906.073	-210.354	61.060	1257.350	-2.006	1470.459	638.660	120.654	79.631	675.429	-193.524	965.375	619.282	134.373	1504.821	618.447	-168.216	1489.283	641.963	-154.561	78.142	821.266	-272.523	24.171	688.798	-216.487	96.990	691.916	173.194	99.334	722.076	-185.243	521.645	667.141	172.313	981.423
62	0.61000	516.556	-16.162	1454.581	829.806	223.801	22.550	744.835	150.243	527.353	909.730	155.757	55.251	906.080	-210.355	61.058	1257.166	-2.001	1470.559	638.649	120.657	79.624	675.229	-193.518	965.365	619.106	134.445	1504.810	618.243	-168.158	1489.299	641.963	-154.544	78.166	821.231	-272.513	24.058	688.790	-216.508	96.985	691.912	173.197	99.309	721.938	-185.211	521.649	666.920	172.335	981.418
63	0.62000	516.339	-16.121	1454.615	829.808	223.790	22.531	744.725	150.297	527.388	909.739	155.763	55.265	906.083	-210.364	61.067	1256.987	-1.909	1470.853	638.646	120.666	79.641	674.879	-193.462	965.362	618.933	134.524	1504.766	618.055	-168.083	1489.353	641.956	-154.562	78.176	821.249	-272.488	24.074	688.808	-216.490	96.971	691.904	173.217	99.307	721.801	-185.146	521.572	666.676	172.378	981.439
64	0.63000	516.132	-16.030	1454.604	829.815	223.799	22.536	744.596	150.309	527.400	909.748	155.761	55.251	906.093	-210.388	61.058	1256.751	-1.896	1470.893	638.646	120.687	79.652	674.609	-193.449	965.380	618.730	134.577	1504.850	617.838	-167.990	1489.341	641.958	-154.557	78.138	821.297	-272.477	24.099	688.805	-216.502	96.967	691.898	173.242	99.321	721.673	-185.289	521.730	666.425	172.409	981.437
65	0.64000	515.911	-15.925	1454.646	829.810	223.784	22.538	744.451	150.355	527.459	909.752	155.776	55.274	906.095	-210.373	61.034	1256.556	-1.872	1471.028	638.502	120.769	79.686	674.338	-193.372	965.364	618.572	134.646	1504.816	617.637	-167.937	1489.409	641.961	-154.548	78.172	821.297	-272.529	24.134	688.827	-216.516	96.967	691.899	173.242	99.301	721.582	-185.280	521.732	666.167	172.456	981.406
66	0.65000	515.710	-15.843	1454.710	829.811	223.796	22.530	744.259	150.380	527.463	909.737	155.747	55.286	906.106	-210.372	61.013	1256.328	-1.809	1471.190	638.664	120.681	79.654	673.940	-193.301	965.384	618.383	134.715	1504.900	617.415	-167.855	1489.428	641.970	-154.578	78.187	821.300	-272.548	24.156	688.817	-216.502	96.958	691.898	173.249	99.292	721.424	-185.237	521.694	665.899	172.491	981.383
67	0.66000	515.511	-15.755	1454.772	829.810	223.802	22.538	744.052	150.369	527.444	909.734	155.756	55.277	906.115	-210.375	61.015	1256.154	-1.752	1471.362	638.638	120.687	79.636	673.634	-193.272	965.363	618.198	134.797	1504.943	617.193	-167.767	1489.511	641.982	-154.583	78.200	821.273	-272.544	24.125	688.846	-216.516	97.007	691.874	173.256	99.297	721.291	-185.240	521.740	665.616	172.533	981.358
68	0.67000	515.277	-15.642	1454.844	829.800	223.776	22.523	743.892	150.400	527.479	909.724	155.758	55.266	906.125	-210.380	60.980	1255.946	-1.648	1471.634	638.539	120.727	79.663	673.313	-193.222	965.305	618.006	134.894	1504.867	616.995	-167.646	1489.605	641.988	-154.568	78.186	821.258	-272.562	24.041	688.833	-216.501	96.968	691.861	173.262	99.300	721.221	-185.181	521.697	665.340	172.596	981.351
69	0.68000	515.056	-15.534	1454.905	829.803	223.780	22.547	743.709	150.402	527.502	909.736	155.763	55.301	906.158	-210.392	60.960	1255.771	-1.640	1471.777	638.637	120.686	79.642	672.935	-193.205	965.318	617.823	134.981	1505.009	616.773	-167.526	1489.661	642.004	-154.571	78.232	821.268	-272.533	24.087	688.847	-216.578	97.054	691.871	173.263	99.304	721.142	-185.145	521.630	665.023	172.652	981.327
70	0.69000	514.843	-15.396	1454.980	829.808	223.798	22.523	743.523	150.447	527.502	909.734	155.752	55.295	906.183	-210.390	60.928	1255.558	-1.566	1471.954	638.636	120.720	79.664	672.587	-193.183	965.308	617.627	135.085	1505.056	616.508	-167.374	1489.752	642.000	-154.602	78.220	821.290	-272.552	24.060	688.843	-216.569	96.988	691.848	173.282	99.273	721.124	-185.203	521.687	664.646	172.692	981.352
71	0.70000	514.616	-15.264	1455.081	829.804	223.802	22.536	743.320	150.492	527.545	909.724	155.736	55.280	906.235	-210.379	60.842	1255.365	-1.478	1472.166	638.642	120.718	79.680	672.131	-193.140	965.303	617.435	135.190	1505.112	616.275	-167.238	1489.838	642.018	-154.595	78.231	821.305	-272.573	24.087	688.877	-216.609	97.018	691.836	173.282	99.272	721.120	-185.263	521.712	664.295	172.706	981.356
72	0.71000	514.398	-15.116	1455.212	829.808	223.777	22.557	743.158	150.557	527.594	909.725	155.754	55.277	906.265	-210.398	60.803	1255.159	-1.372	1472.476	638.624	120.726	79.655	671.731	-193.145	965.307	617.231	135.311	1505.164	616.055	-167.100	1489.986	642.044	-154.620	78.301	821.300	-272.564	24.080	688.923	-216.632	97.032	691.849	173.335	99.276	721.121	-185.247	521.721	663.905	172.770	981.378
73	0.72000	514.180	-14.956	1455.346	829.812	223.781	22.547	742.961	150.551	527.589	909.734	155.730	55.242	906.297	-210.386	60.750	1254.886	-1.372	1472.500	638.630	120.739	79.670	671.208	-193.084	965.306	617.069	135.445	1505.312	615.808	-166.914	1490.116	642.068	-154.595	78.349	821.295	-272.551	23.950	688.962	-216.633	97.028	691.826	173.351	99.292	721.208	-185.293	521.764	663.537	172.836	981.361
74	0.73000	513.962	-14.748	1455.520	829.831	223.796	22.517	742.774	150.565	527.627	909.749	155.725	55.305	906.348	-210.400	60.689	1254.727	-1.285	1472.803	638.618	120.765	79.689	670.701	-193.056	965.310	616.930	135.608	1505.414	615.581	-166.766	1490.257	642.094	-154.629	78.408	821.341	-272.614	24.112	688.991	-216.728	97.137	691.816	173.353	99.291	721.333	-185.268	521.733	663.123	172.877	981.329
75	0.74000	513.709	-14.556	1455.727	829.828	223.784	22.542	742.596	150.557	527.610	909.733	155.748	55.273	906.395	-210.401	60.584	1254.541	-1.182	1473.098	638.506	120.838	79.691	670.056	-193.020	965.332	616.800	135.776	1505.602	615.365	-166.571	1490.431	642.079	-154.634	78.445	821.330	-272.584	23.993	689.062	-216.692	97.123	691.807	173.396	99.271	721.536	-185.450	521.877	662.688	172.958	981.293
76	0.75000	513.492	-14.341	1455.981	829.833	223.798	22.551	742.362	150.600	527.662	909.735	155.731	55.276	906.456	-210.427	60.486	1254.299	-1.124	1473.297	638.603	120.801	79.692	669.373	-192.975	965.442	616.660	135.953	1505.767	615.149	-166.368	1490.604	642.143	-154.644	78.542	821.375	-272.593	24.072	689.116	-216.757	97.169	691.801	173.433	99.285	721.759	-185.502	521.903	662.178	172.980	981.235
77	0.76000	513.287	-14.071	1456.237	829.822	223.783	22.506	742.063	150.653	527.708	909.742	155.727	55.304	906.519	-210.431	60.396	1254.056	-1.029	1473.574	638.612	120.805	79.704	668.715	-192.854	965.509	616.534	136.146	1506.036	614.967	-166.159	1490.820	642.167	-154.650	78.582	821.390	-272.572	23.970	689.181	-216.778	97.200	691.764	173.440	99.288	722.003	-185.352	521.869	661.652	173.080	981.175
78	0.77000	513.093	-13.860	1456.571	829.835	223.788	22.522	741.808	150.697	527.737	909.726	155.728	55.305	906.583	-210.423	60.313	1253.803	-0.937	1473.854	638.610	120.831	79.712	667.927	-192.790	965.600	616.435	136.338	1506.240	614.769	-165.923	1491.003	642.230	-154.679	78.683	821.439	-272.595	24.056	689.233	-216.821	97.204	691.744	173.472	99.299	722.306	-185.659	522.102	661.098	173.139	981.185
79	0.78000	512.889	-13.574	1456.914	829.832	223.791	22.552	741.459	150.701	527.799	909.724	155.754	55.353	906.634	-210.432	60.214	1253.543	-0.851	1474.069	638.571	120.835	79.685	667.058	-192.678	965.745	616.347	136.532	1506.545	614.550	-165.671	1491.238	642.268	-154.685	78.749	821.430	-272.650	24.054	689.308	-216.889	97.284	691.712	173.499	99.292	722.710	-185.660	522.220	660.503	173.229	981.182
80	0.79000	512.720	-13.319	1457.240	829.822	223.786	22.520	741.095	150.751	527.833	909.701	155.742	55.380	906.691	-210.417	60.145	1253.288	-0.814	1474.375	638.456	120.933	79.720	666.135	-192.555	965.953	616.270	136.758	1506.720	614.348	-165.397	1491.437	642.272	-154.713	78.775	821.455	-272.629	24.063	689.401	-216.938	97.351	691.667	173.523	99.301	723.053	-185.443	522.110	659.860	173.329	981.216
81	0.80000	512.531	-12.985	1457.604	829.827	223.788	22.531	740.768	150.809	527.847	909.720	155.751	55.410	906.738	-210.420	60.051	1253.036	-0.717	1474.645	638.568	120.864	79.680	665.117	-192.387	966.129	616.179	136.965	1507.042	614.149	-165.075	1491.697	642.302	-154.758	78.857	821.461	-272.647	24.040	689.453	-216.945	97.339	691.616	173.540	99.298	723.540	-186.708	522.886	659.182	173.422	981.198
82	0.81000	512.361	-12.669	1457.980	829.829	223.788	22.539	740.394	150.834	527.826	909.688	155.735	55.416	906.811	-210.416	59.943	1252.768	-0.665	1474.850	638.536	120.882	79.679	664.031	-192.268	966.250	616.130	137.234	1507.291	613.963	-164.793	1491.937	642.351	-154.761	78.903	821.472	-272.643	24.000	689.522	-216.990	97.393	691.573	173.596	99.310	723.973	-186.893	522.930	658.439	173.639	981.246
83	0.82000	512.204	-12.309	1458.399	829.826	223.782	22.531	740.050	150.886	527.789	909.697	155.739	55.486	906.866	-210.420	59.868	1252.573	-0.567	1475.193	638.546	120.884	79.654	662.881	-192.190	966.317	616.098	137.466	1507.645	613.783	-164.482	1492.223	642.374	-154.782	78.965	821.490	-272.653	24.002	689.614	-217.023	97.397	691.535	173.608	99.261	724.457	-187.095	523.103	657.632	173.773	981.262
84	0.83000	512.076	-11.955	1458.918	829.826	223.784	22.516	739.777	150.899	527.766	909.689	155.727	55.472	906.920	-210.415	59.745	1252.385	-0.517	1475.405	638.523	120.941	79.695	661.648	-192.115	966.422	616.147	137.748	1508.028	613.641	-164.132	1492.541	642.443	-154.830	79.037	821.507	-272.640	23.990	689.695	-217.047	97.433	691.511	173.656	99.265	724.934	-187.340	523.294	656.742	173.915	981.188
85	0.84000	511.988	-11.549	1459.447	829.821	223.773	22.541	739.569	150.957	527.778	909.695	155.696	55.479	906.977	-210.411	59.661	1252.236	-0.422	1475.783	638.515	120.967	79.682	660.167	-192.027	966.480	616.213	138.023	1508.381	613.474	-163.809	1492.900	642.455	-154.835	79.045	821.522	-272.652	24.026	689.771	-217.122	97.456	691.489	173.699	99.287	725.428	-187.465	523.336	655.787	173.999	981.104
86	0.85000	511.943	-11.177	1460.107	829.845	223.785	22.539	739.388	151.079	527.848	909.699	155.693	55.495	907.033	-210.435	59.582	1252.057	-0.342	1476.129	638.517	121.001	79.699	658.596	-191.944	966.560	616.378	138.351	1508.792	613.394	-163.432	1493.362	642.490	-154.869	79.093	821.547	-272.621	23.998	689.844	-217.170	97.496	691.460	173.740	99.248	726.014	-187.644	523.501	654.737	174.202	981.074
87	0.86000	511.989	-10.731	1460.835	829.849	223.778	22.564	739.298	151.154	527.903	909.715	155.680	55.487	907.087	-210.438	59.482	1251.878	-0.285	1476.443	638.516	121.026	79.717	656.864	-191.845	966.657	616.558	138.654	1509.329	613.335	-163.014	1493.864	642.515	-154.882	79.124	821.551	-272.691	23.980	689.895	-217.103	97.447	691.469	173.797	99.274	726.627	-187.775	523.675	653.594	174.332	981.082
88	0.87000	512.072	-10.304	1461.642	829.851	223.748	22.510	739.333	151.242	527.903	909.710	155.642	55.446	907.129	-210.423	59.437	1251.707	-0.209	1476.783	638.525	121.071	79.712	654.940	-191.815	966.737	616.829	138.955	1509.945	613.368	-162.583	1494.408	642.578	-154.905	79.196	821.555	-272.643	24.051	689.973	-217.081	97.447	691.459	173.850	99.265	727.366	-187.998	523.888	652.290	174.633	981.152
89	0.88000	512.211	-9.820	1462.552	829.882	223.754	22.569	739.480	151.255	527.860	909.732	155.624	55.492	907.193	-210.412	59.354	1251.504	-0.160	1477.039	638.524	121.139	79.738	652.909	-191.784	966.837	617.180	139.282	1510.551	613.458	-162.102	1495.013	642.604	-154.911	79.231	821.548	-272.680	23.924	690.078	-217.160	97.528	691.460	173.924	99.267	728.218	-188.232	524.062	650.814	174.953	981.229
90	0.89000	512.473	-9.296	1463.517	829.859	223.755	22.560	739.797	151.386	527.892	909.743	155.593	55.476	907.232	-210.395	59.303	1251.276	-0.112	1477.229	638.521	121.196	79.781	650.715	-191.813	966.953	617.597	139.601	1511.128	613.618	-161.636	1495.660	642.652	-154.902	79.308	821.588	-272.662	24.009	690.171	-217.214	97.590	691.479	173.980	99.327	729.188	-188.438	524.190	649.132	175.297	981.350
91	0.90000	512.777	-8.795	1464.582	829.868	223.732	22.576	740.184	151.488	527.971	909.751	155.611	55.494	907.265	-210.374	59.253	1251.153	-0.034	1477.535	638.520	121.250	79.830	648.274	-191.892	967.142	618.166	139.940	1511.806	613.898	-161.130	1496.392	642.686	-154.935	79.353	821.591	-272.720	23.933	690.292	-217.229	97.713	691.527	174.000	99.341	730.351	-188.704	524.375	647.219	175.685	981.512
92	0.91000	513.193	-8.312	1465.704	829.887	223.719	22.595	740.765	151.562	528.108	909.782	155.602	55.539	907.301	-210.378	59.184	1251.025	0.031	1477.739	638.520	121.314	79.874	645.598	-191.917	967.391	618.811	140.279	1512.479	614.200	-160.622	1497.135	642.637	-154.949	79.391	821.593	-272.693	23.949	690.419	-217.248	97.734	691.562	174.041	99.367	731.593	-188.968	524.579	645.152	176.051	981.728
93	0.92000	513.656	-7.823	1466.886	829.890	223.717	22.596	741.452	151.689	528.170	909.777	155.540	55.526	907.360	-210.369	59.152	1250.851	0.066	1477.773	638.527	121.337	79.864	642.700	-191.900	967.509	619.562	140.609	1513.116	614.630	-160.120	1497.901	642.700	-154.984	79.472	821.647	-272.628	23.996	690.569	-217.239	97.818	691.625	174.078	99.377	732.826	-189.125	524.713	642.857	176.369	981.944
94	0.93000	514.224	-7.307	1468.078	829.898	223.715	22.611	742.288	151.794	528.267	909.783	155.551	55.624	907.403	-210.338	59.117	1250.773	0.123	1477.822	638.529	121.392	79.896	639.623	-191.921	967.772	620.417	140.907	1513.938	615.114	-159.578	1498.639	642.760	-154.985	79.584	821.609	-272.629	23.971	690.733	-217.278	97.941	691.677	174.146	99.452	734.218	-189.274	524.890	640.368	176.721	982.132
95	0.94000	514.883	-6.813	1469.273	829.896	223.695	22.631	743.257	151.894	528.246	909.759	155.527	55.723	907.433	-210.317	59.072	1250.693	0.176	1477.725	638.500	121.447	79.835	636.267	-191.829	967.936	621.344	141.184	1514.570	615.711	-159.029	1499.334	642.816	-155.013	79.685	821.623	-272.603	24.027	690.843	-217.265	98.000	691.742	174.211	99.440	735.697	-189.547	525.068	637.632	177.092	982.316
96	0.95000	515.615	-6.316	1470.448	829.894	223.681	22.655	744.393	152.075	528.240	909.750	155.489	55.851	907.455	-210.298	59.050	1250.649	0.268	1477.544	638.487	121.473	79.852	632.716	-191.631	968.100	622.335	141.431	1515.236	616.386	-158.498	1499.981	642.833	-155.025	79.761	821.640	-272.611	24.083	690.982	-217.287	98.164	691.809	174.209	99.407	737.220	-189.813	525.114	634.695	177.505	982.450
97	0.96000	516.456	-5.842	1471.589	829.890	223.668	22.703	745.758	152.288	528.247	909.783	155.463	56.043	907.499	-210.276	59.004	1250.709	0.319	1477.163	638.467	121.539	79.833	628.945	-191.429	968.129	623.429	141.690	1515.740	617.152	-157.931	1500.545	642.826	-155.041	79.841	821.659	-272.609	24.001	691.117	-217.316	98.261	691.925	174.247	99.409	738.815	-190.171	525.204	631.541	178.024	982.527
98	0.97000	517.336	-5.404	1472.668	829.903	223.652	22.718	747.308	152.572	528.258	909.793	155.441	56.101	907.527	-210.236	58.971	1250.829	0.428	1476.736	638.483	121.568	79.853	624.960	-191.098	968.066	624.590	141.959	1516.052	618.040	-157.370	1501.013	642.844	-155.080	79.915	821.681	-272.600	24.048	691.263	-217.311	98.271	692.047	174.270	99.405	740.450	-190.576	525.425	628.183	178.599	982.600
99	0.98000	518.317	-4.951	1473.656	829.903	223.637	22.716	749.021	152.897	528.249	909.834	155.434	56.124	907.554	-210.237	58.972	1250.989	0.524	1476.062	638.490	121.571	79.890	620.725	-190.801	967.873	625.770	142.165	1516.289	619.037	-156.772	1501.405	642.869	-155.087	79.973	821.651	-272.581	24.070	691.384	-217.397	98.397	692.253	174.283	99.385	742.063	-191.041	525.520	624.614	179.238	982.615
100	0.99000	519.367	-4.546	1474.503	829.912	223.655	22.767	750.927	153.358	528.253	909.843	155.392	56.143	907.553	-210.199	58.963	1251.214	0.633	1475.142	638.511	121.593	79.910	616.227	-190.514	967.609	627.013	142.294	1516.379	620.077	-156.153	1501.674	642.885	-155.096	80.088	821.702	-272.587	24.081	691.567	-217.440	98.479	692.440	174.308	99.407	743.695	-191.567	525.618	620.787	179.836	982.524
101	1.00000	520.470	-4.190	1475.126	829.930	223.636	22.750	752.935	153.805	528.249	909.876	155.369	56.176	907.547	-210.199	58.961	1251.517	0.778	1474.175	638.535	121.606	79.927	611.611	-190.290	967.256	628.325	142.389	1516.229	621.181	-155.509	1501.708	642.884	-155.137	80.157	821.668	-272.589	24.135	691.677	-217.479	98.584	692.647	174.347	99.443	745.299	-192.178	525.704	616.681	180.381	982.307
102	1.01000	521.660	-3.826	1475.534	829.903	223.620	22.760	755.055	154.411	528.212	909.907	155.368	56.250	907.536	-210.193	58.994	1251.920	0.922	1473.001	638.542	121.653	79.917	606.777	-189.965	966.814	629.741	142.437	1515.955	622.362	-154.864	1501.554	642.867	-155.173	80.206	821.693	-272.564	24.102	691.776	-217.532	98.641	692.884	174.446	99.440	746.976	-192.949	525.768	612.290	180.857	981.974
103	1.02000	522.918	-3.538	1475.757	829.915	223.608	22.775	757.201	155.062	528.222	909.912	155.341	56.316	907.523	-210.176	58.998	1252.336	1.095	1471.556	638.546	121.694	79.932	601.740	-189.710	966.141	631.223	142.458	1515.352	623.636	-154.222	1501.194	642.875	-155.199	80.290	821.689	-272.590	24.205	691.882	-217.594	98.697	693.072	174.527	99.403	748.687	-193.682	525.722	607.079	180.800	980.865
104	1.03000	524.284	-3.220	1475.763	829.926	223.608	22.790	759.298	155.810	528.155	909.925	155.285	56.437	907.500	-210.173	59.020	1252.852	1.272	1469.955	638.552	121.732	79.919	596.720	-189.518	965.274	632.802	142.443	1514.446	624.991	-153.523	1500.606	642.861	-155.271	80.333	821.700	-272.569	24.167	692.001	-217.725	98.748	693.267	174.620	99.319	750.407	-194.592	525.823	602.175	180.987	980.124
